event_day,symbol,strike,expiration,call_put,price,size_count,total_size,millionD
180223,HMNY  ,5.000,190118,C,1.24,24,369,0.045
180223,GNC   ,5.000,190118,C,1.20,25,268,0.031
180223,ZIOP  ,5.000,190118,C,1.10,26,236,0.026
180223,HOV   ,2.000,180817,C,0.56,30,367,0.021
180223,MUX   ,2.000,190118,C,0.64,24,283,0.018
180222,BRKB  ,150.000,190118,C,58.98,122,1367,8.064
180222,AMZN  ,1800.000,190118,P,360.29,156,183,6.595
180222,QQQ   ,215.000,180615,P,49.21,98,1153,5.671
180222,AMZN  ,1200.000,190118,C,376.26,89,116,4.366
180222,SVXY  ,110.000,180921,P,97.53,20,303,2.956
180222,DIA   ,95.000,190118,C,155.09,20,120,1.861
180222,URI   ,150.000,190118,C,40.33,25,428,1.726
180222,HON   ,195.000,200117,P,43.22,135,295,1.274
180222,QQQ   ,215.000,180921,P,49.30,30,215,1.060
180222,HON   ,200.000,200117,P,47.50,79,170,0.808
180222,MU    ,60.000,181019,P,17.03,22,286,0.487
180222,C     ,65.000,180921,C,14.01,34,331,0.465
180222,ROKU  ,40.000,190118,P,11.61,37,345,0.398
180222,SNAP  ,15.000,190118,C,4.90,41,729,0.360
180222,QCOM  ,55.000,200117,C,14.31,31,202,0.295
180222,T     ,30.000,190118,C,7.01,35,399,0.280
180222,HMNY  ,10.000,190118,P,6.47,46,423,0.274
180222,TWTR  ,30.000,190118,C,7.14,43,285,0.203
180222,AIG   ,45.000,190118,C,15.86,45,112,0.179
180222,VXX   ,35.000,190118,P,8.37,23,187,0.156
180222,TWTR  ,25.000,180615,C,8.28,23,102,0.085
180222,SNAP  ,20.000,200117,C,4.80,24,144,0.069
180222,OPK   ,7.000,190118,P,3.42,20,195,0.068
180222,MDXG  ,7.500,180615,P,1.54,39,418,0.064
180222,CHK   ,2.000,180720,C,1.28,29,300,0.039
180222,CHK   ,3.000,190118,C,0.88,32,423,0.037
180222,CHK   ,4.000,190118,P,1.26,27,125,0.016
180221,BRKB  ,150.000,190118,C,61.09,264,2751,16.725
180221,CVS   ,45.000,190118,C,25.41,86,2133,5.423
180221,UVXY  ,1.000,180615,C,15.17,226,3398,5.139
180221,AMZN  ,1200.000,190118,C,378.79,87,126,4.765
180221,CELG  ,195.000,180921,P,99.64,23,249,2.481
180221,QQQ   ,115.000,200117,C,56.57,44,291,1.646
180221,BRKB  ,150.000,200117,C,67.47,24,226,1.525
180221,WMT   ,75.000,200117,C,21.98,38,452,0.993
180221,NVDA  ,200.000,180615,C,53.42,27,160,0.881
180221,MU    ,55.000,190118,P,13.22,49,509,0.674
180221,SNAP  ,15.000,190118,C,5.63,35,872,0.492
180221,TWTR  ,27.000,190118,C,9.84,40,485,0.478
180221,CAH   ,85.000,190118,P,18.44,89,147,0.271
180221,INTC  ,34.000,180615,C,12.85,29,147,0.189
180221,BAC   ,27.000,190118,C,6.44,23,289,0.186
180221,PBR   ,12.000,190118,C,2.99,56,617,0.184
180221,UVXY  ,20.000,200117,C,10.40,45,168,0.176
180221,MNKD  ,10.000,200117,P,7.89,28,194,0.153
180221,SHLD  ,3.000,180921,P,1.46,32,1037,0.152
180221,PAAS  ,10.000,190118,C,5.86,21,216,0.127
180221,UVXY  ,30.000,190118,C,6.88,69,139,0.096
180221,AUY   ,2.000,190118,C,1.24,28,762,0.094
180221,KGC   ,3.000,190118,C,1.12,108,756,0.084
180221,AMD   ,10.000,190118,C,3.24,23,232,0.076
180221,GNC   ,5.000,200117,P,2.47,20,239,0.059
180221,GG    ,11.000,181019,C,2.71,23,122,0.033
180221,CHK   ,2.500,190118,C,0.83,20,219,0.019
180221,CHK   ,2.000,180720,C,0.91,25,208,0.019
180221,APPS  ,2.500,180921,C,0.56,30,332,0.018
180221,P     ,5.000,190118,C,1.31,31,129,0.017
180221,CX    ,7.000,200117,C,1.62,29,100,0.016
180220,BRKB  ,150.000,190118,C,59.89,127,3363,20.130
180220,FB    ,100.000,190118,C,80.37,33,959,7.711
180220,AMZN  ,1800.000,190118,P,382.10,53,120,4.590
180220,UVXY  ,1.000,180615,C,16.21,57,1971,3.193
180220,AXP   ,67.500,190118,C,31.90,75,936,2.984
180220,AMZN  ,1240.000,180921,C,287.83,27,101,2.905
180220,SVXY  ,110.000,180921,P,97.30,24,150,1.460
180220,UVXY  ,52.000,200117,P,44.34,38,296,1.312
180220,UVXY  ,53.000,200117,P,45.25,24,185,0.837
180220,TWTR  ,25.000,180615,C,8.56,73,757,0.645
180220,ORCL  ,30.000,200117,C,21.46,67,181,0.390
180220,MU    ,55.000,180720,P,11.73,21,305,0.358
180220,TEVA  ,15.000,190118,C,7.00,45,473,0.331
180220,QCOM  ,55.000,200117,C,14.66,52,192,0.284
180220,WMT   ,80.000,200117,C,20.69,39,132,0.274
180220,BAC   ,13.000,190118,C,19.00,24,142,0.270
180220,BAC   ,27.000,190118,C,6.41,26,379,0.243
180220,PBR   ,12.000,190118,C,2.95,45,784,0.231
180220,WMT   ,80.000,190118,C,17.79,29,125,0.222
180220,TEVA  ,20.000,200117,C,5.10,50,386,0.198
180220,TWTR  ,30.000,200117,C,10.12,22,195,0.198
180220,NEM   ,28.000,190118,C,11.42,28,158,0.179
180220,MDXG  ,10.000,190118,C,2.78,22,610,0.174
180220,X     ,40.000,180615,C,8.51,27,202,0.174
180220,GDXJ  ,35.000,200117,P,7.86,27,208,0.164
180220,INTC  ,37.000,180615,C,9.59,28,157,0.150
180220,UVXY  ,10.000,180615,P,2.12,21,608,0.131
180220,NTNX  ,35.000,190118,C,7.03,20,175,0.123
180220,BAC   ,25.000,190118,C,7.91,20,152,0.120
180220,TEVA  ,15.000,200117,C,7.83,22,140,0.110
180220,MOMO  ,25.000,180720,C,9.35,26,109,0.102
180220,TEVA  ,17.500,190118,C,5.01,101,189,0.095
180220,CTL   ,15.000,190118,C,3.89,20,180,0.070
180220,RAD   ,2.000,190118,C,0.48,45,1036,0.050
180220,GE    ,13.000,190118,C,2.70,23,168,0.045
180220,GG    ,11.000,180720,C,2.55,28,174,0.044
180220,AUY   ,2.000,190118,C,1.20,85,312,0.038
180220,FTR   ,5.000,190118,P,1.22,20,326,0.038
180220,MUX   ,2.000,190118,C,0.70,23,267,0.019
180216,BABA  ,100.000,190621,C,92.43,31,713,6.585
180216,BRKB  ,150.000,190118,C,60.91,27,796,4.850
180216,AXP   ,67.500,190118,C,31.74,82,1158,3.666
180216,UVXY  ,1.000,180615,C,14.96,89,2356,3.517
180216,IWM   ,110.000,180629,C,44.36,42,559,2.485
180216,BABA  ,165.000,190621,C,43.00,22,391,1.681
180216,BIIB  ,370.000,190118,P,80.08,104,186,1.488
180216,FB    ,175.000,200117,C,35.93,28,272,0.980
180216,AAPL  ,150.000,190118,C,31.56,28,208,0.660
180216,ORCL  ,30.000,200117,C,22.18,78,269,0.593
180216,NTAP  ,55.000,200117,C,11.75,122,492,0.577
180216,BAC   ,27.000,190118,C,6.48,80,825,0.534
180216,BMY   ,40.000,190118,C,29.30,23,179,0.525
180216,BABA  ,140.000,180720,C,49.15,36,102,0.503
180216,PI    ,22.500,180720,P,12.42,35,393,0.485
180216,CMCSA ,35.000,190118,C,7.20,34,653,0.470
180216,VXX   ,40.000,180921,P,9.67,40,303,0.294
180216,DQ    ,50.000,180720,C,11.39,61,245,0.278
180216,MU    ,42.000,190118,C,9.20,20,269,0.250
180216,AMAT  ,60.000,200117,P,12.07,28,183,0.220
180216,VXX   ,35.000,190118,P,8.90,22,243,0.215
180216,CSCO  ,37.000,190118,C,8.93,30,202,0.180
180216,PFE   ,30.000,200117,C,7.51,20,237,0.177
180216,CVNA  ,25.000,180518,P,6.04,21,267,0.162
180216,UNG   ,7.000,190118,P,1.62,59,873,0.141
180216,X     ,45.000,200117,C,10.93,30,101,0.112
180216,GE    ,18.000,190118,P,3.65,53,259,0.094
180216,SVXY  ,15.000,190118,P,5.18,36,141,0.073
180216,RIOT  ,10.000,180615,P,3.13,28,171,0.052
180216,ABX   ,13.000,200117,C,2.92,26,137,0.040
180216,CYH   ,5.000,190118,P,1.29,24,288,0.037
180216,AKS   ,5.000,180615,C,1.22,27,279,0.035
180216,CHK   ,3.000,190118,C,0.70,36,465,0.033
180215,FB    ,100.000,190118,C,83.45,31,981,8.186
180215,AMZN  ,1780.000,190118,P,371.41,59,166,6.178
180215,BRKB  ,150.000,190118,C,58.53,28,750,4.396
180215,AMZN  ,1760.000,190118,P,356.33,27,105,3.739
180215,BIIB  ,370.000,190118,P,78.77,162,372,2.931
180215,SPY   ,410.000,201218,P,138.82,38,120,1.665
180215,UVXY  ,26.000,200117,P,21.29,28,409,0.870
180215,TWTR  ,30.000,200117,C,10.66,74,660,0.703
180215,VIPS  ,13.000,180518,C,5.33,102,1228,0.653
180215,FB    ,150.000,190118,C,39.98,22,163,0.650
180215,IGV   ,136.000,180518,C,33.51,48,157,0.535
180215,TEVA  ,20.000,190118,C,4.02,54,1174,0.474
180215,ORCL  ,30.000,200117,C,21.42,69,190,0.409
180215,AAPL  ,140.000,190118,C,37.20,21,106,0.387
180215,VIPS  ,14.000,180518,C,4.40,25,871,0.383
180215,LOGM  ,100.000,181221,C,38.07,25,100,0.381
180215,JD    ,55.000,190118,P,11.15,65,310,0.346
180215,KWEB  ,52.000,180518,C,13.65,81,246,0.335
180215,VMW   ,150.000,180720,P,31.48,35,100,0.316
180215,SFLY  ,57.500,180615,C,18.33,31,159,0.291
180215,QCOM  ,55.000,200117,C,16.10,47,177,0.285
180215,TWTR  ,30.000,190118,C,8.15,29,340,0.271
180215,CVNA  ,25.000,180518,P,5.77,24,442,0.255
180215,SNAP  ,20.000,190118,C,4.12,39,500,0.204
180215,DQ    ,50.000,180720,C,11.23,67,167,0.188
180215,CSCO  ,37.000,190118,C,8.13,39,225,0.183
180215,VIPS  ,20.000,190118,P,4.08,42,437,0.183
180215,T     ,42.000,200117,P,8.55,24,145,0.124
180215,AMD   ,10.000,190118,C,3.58,31,300,0.108
180215,SVXY  ,13.000,180921,C,2.97,29,352,0.105
180215,AMD   ,12.000,190118,C,2.57,31,368,0.096
180215,ELF   ,25.000,180817,P,6.49,28,144,0.094
180215,VXX   ,30.000,190118,P,6.00,21,152,0.092
180215,MOMO  ,35.000,190118,P,8.74,60,102,0.089
180215,HTZ   ,17.500,190118,C,4.65,21,168,0.078
180215,UNG   ,18.000,180720,C,4.10,21,191,0.078
180215,SVXY  ,15.000,190118,C,3.16,21,198,0.063
180215,UVXY  ,5.000,190118,P,1.95,36,319,0.062
180215,ABX   ,13.000,200117,C,2.97,37,191,0.058
180215,UVXY  ,6.000,180921,P,1.55,56,204,0.032
180214,AMZN  ,1760.000,190118,P,365.10,101,241,8.804
180214,AMZN  ,1780.000,190118,P,379.92,89,170,6.465
180214,AMZN  ,1740.000,190118,P,351.59,63,146,5.133
180214,AMZN  ,1210.000,190118,C,331.78,64,117,3.883
180214,CVS   ,45.000,190118,C,25.58,60,1375,3.519
180214,AMZN  ,1190.000,190118,C,346.85,45,100,3.468
180214,FL    ,40.000,180518,C,8.95,522,2315,2.049
180214,SHOP  ,135.000,200117,P,32.70,20,400,1.308
180214,BABA  ,220.000,190118,P,45.97,166,238,1.092
180214,SQQQ  ,20.000,190118,P,5.34,38,1648,0.876
180214,OLED  ,180.000,200117,C,43.80,24,196,0.856
180214,C     ,55.000,200117,C,23.77,35,338,0.802
180214,ORCL  ,30.000,200117,C,20.54,136,343,0.705
180214,C     ,60.000,200117,C,20.09,30,324,0.650
180214,AAPL  ,135.000,180518,C,33.83,64,191,0.645
180214,AAOI  ,65.000,190118,P,36.23,23,173,0.627
180214,BABA  ,230.000,180615,P,46.09,27,118,0.540
180214,AABA  ,30.000,190118,C,41.84,23,128,0.533
180214,VXX   ,35.000,190118,P,8.22,43,598,0.491
180214,BAC   ,27.000,190118,C,6.03,51,789,0.480
180214,OMER  ,17.000,190118,P,7.81,51,556,0.440
180214,SNAP  ,15.000,190118,C,5.93,28,698,0.409
180214,CAH   ,80.000,190118,P,16.07,77,215,0.346
180214,VXX   ,42.000,180615,C,9.90,177,293,0.290
180214,AIG   ,45.000,190118,C,14.82,80,191,0.284
180214,WPM   ,27.000,190118,P,7.53,36,361,0.271
180214,VXX   ,36.000,190118,P,8.73,37,302,0.264
180214,VXX   ,40.000,190118,P,11.33,20,217,0.245
180214,KWEB  ,52.000,180518,C,12.99,66,177,0.230
180214,UVXY  ,20.000,180615,C,5.99,31,384,0.222
180214,AIG   ,50.000,190118,C,11.02,39,201,0.221
180214,NUE   ,80.000,190118,P,16.97,26,126,0.214
180214,UVXY  ,15.000,180615,C,7.81,24,261,0.205
180214,VXX   ,33.000,190118,P,7.10,27,234,0.167
180214,AIG   ,50.000,200117,C,12.32,25,129,0.159
180214,UVXY  ,25.000,180615,C,5.02,35,299,0.152
180214,TWTR  ,25.000,190118,C,11.07,20,134,0.148
180214,OMER  ,12.000,180518,P,2.58,187,557,0.143
180214,SQQQ  ,20.000,200117,C,5.63,31,251,0.141
180214,UVXY  ,10.000,180615,P,2.07,39,671,0.137
180214,VXX   ,40.000,180615,C,10.67,33,132,0.132
180214,UVXY  ,15.000,180615,P,4.99,25,239,0.120
180214,BB    ,10.000,180615,C,2.61,22,405,0.106
180214,TWTR  ,30.000,190118,C,8.14,38,111,0.090
180214,JKS   ,20.000,190118,C,4.00,116,196,0.079
180214,HMNY  ,2.500,200117,C,2.64,46,222,0.059
180214,IMGN  ,9.000,180720,C,2.56,22,222,0.057
180214,CHK   ,3.000,190118,P,0.87,27,653,0.056
180214,CHK   ,4.000,190118,P,1.56,25,266,0.042
180214,HMNY  ,5.000,200117,C,1.43,20,166,0.024
180214,CHK   ,2.000,180720,C,1.01,20,228,0.023
180214,SHLD  ,3.000,200117,C,0.70,21,275,0.018
180214,XXII  ,2.000,200117,P,0.86,29,154,0.013
180213,GOOG  ,700.000,200117,C,409.32,167,473,19.373
180213,AMZN  ,1780.000,190118,P,406.52,109,146,5.935
180213,AMZN  ,1800.000,190118,P,423.60,98,134,5.675
180213,AMZN  ,1760.000,190118,P,391.93,108,131,5.136
180213,AAPL  ,200.000,200117,P,43.27,244,1075,4.648
180213,CVS   ,45.000,190118,C,25.97,41,585,1.520
180213,SPY   ,225.000,191220,C,53.91,24,239,1.290
180213,VMW   ,150.000,180720,P,35.23,27,234,0.826
180213,BABA  ,220.000,190118,P,48.09,36,140,0.673
180213,C     ,105.000,200117,P,31.72,39,149,0.471
180213,VXX   ,35.000,190118,P,7.95,43,508,0.404
180213,C     ,100.000,190621,P,26.87,44,122,0.328
180213,MSFT  ,115.000,200117,P,29.41,101,109,0.321
180213,MU    ,42.000,200117,P,9.22,26,317,0.291
180213,TWTR  ,22.000,190118,C,13.02,53,218,0.284
180213,TWTR  ,30.000,180921,C,6.81,95,416,0.283
180213,VXX   ,31.000,190118,P,6.31,29,397,0.252
180213,PZZA  ,75.000,180720,P,18.92,20,128,0.242
180213,BAC   ,27.000,190118,C,5.85,22,381,0.224
180213,TWTR  ,30.000,190118,C,8.13,29,265,0.217
180213,BW    ,2.500,180518,C,4.00,21,514,0.205
180213,QCOM  ,55.000,200117,C,16.54,20,121,0.200
180213,AIG   ,45.000,190118,C,14.81,45,128,0.191
180213,GDXJ  ,37.000,200117,P,9.39,21,160,0.150
180213,IRBT  ,60.000,200117,P,12.50,21,114,0.143
180213,HMNY  ,5.000,200117,C,1.62,52,853,0.137
180213,HMNY  ,5.000,180817,C,1.21,65,1095,0.119
180213,TWTR  ,28.000,180615,C,6.94,22,160,0.113
180213,CHK   ,2.000,180720,C,1.03,93,707,0.073
180213,HMNY  ,2.500,200117,C,3.11,25,236,0.073
180213,SNAP  ,20.000,181221,P,4.47,40,156,0.070
180213,UVXY  ,10.000,180615,P,2.09,24,233,0.048
180213,CHK   ,4.000,190118,P,1.54,34,283,0.043
180213,SHLD  ,3.000,200117,C,0.67,48,603,0.041
180213,MITK  ,7.500,180720,C,1.55,31,188,0.029
180213,MUX   ,2.000,180817,C,0.50,21,496,0.025
180212,CMG   ,500.000,190118,P,249.88,42,450,11.251
180212,BABA  ,120.000,190118,C,63.19,22,326,2.062
180212,TWTR  ,27.000,190118,C,8.47,112,2085,1.768
180212,KSS   ,45.000,190118,C,18.37,52,558,1.026
180212,VMW   ,150.000,180720,P,37.74,30,269,1.015
180212,UVXY  ,53.000,200117,P,45.28,26,182,0.824
180212,AAPL  ,150.000,200117,C,31.02,20,263,0.819
180212,UVXY  ,51.000,200117,P,43.42,30,176,0.764
180212,MU    ,50.000,190118,P,11.70,36,637,0.745
180212,SNAP  ,15.000,190118,C,5.82,22,799,0.464
180212,QCOM  ,55.000,200117,C,16.63,63,269,0.446
180212,BITA  ,40.000,180720,P,12.95,36,343,0.444
180212,VXX   ,35.000,190118,P,8.67,26,494,0.427
180212,UVXY  ,30.000,180615,C,7.83,44,486,0.397
180212,MSFT  ,110.000,200117,P,25.42,38,134,0.341
180212,AIG   ,45.000,190118,C,15.58,118,212,0.330
180212,TEVA  ,17.500,200117,C,5.79,153,549,0.317
180212,PAAS  ,22.000,190118,P,6.70,25,450,0.302
180212,FOSL  ,14.000,180921,P,6.49,69,404,0.262
180212,CHK   ,2.000,180720,C,1.11,202,2029,0.225
180212,VXX   ,50.000,180615,P,12.19,20,132,0.160
180212,IMMU  ,7.000,190118,C,9.19,28,174,0.159
180212,SPXU  ,11.000,200117,P,2.99,59,524,0.157
180212,TWTR  ,25.000,190118,C,9.60,24,158,0.153
180212,UNIT  ,7.500,200117,P,2.00,24,669,0.134
180212,UAA   ,15.000,190118,P,3.40,45,362,0.123
180212,MITK  ,7.500,180720,C,1.71,90,689,0.119
180212,UVXY  ,20.000,180615,C,10.33,32,109,0.113
180212,VNET  ,10.000,190118,P,3.09,38,322,0.099
180212,IDRA  ,4.000,180817,P,2.20,42,435,0.096
180212,SVXY  ,15.000,200117,C,4.83,23,162,0.076
180212,UVXY  ,5.000,190118,P,2.12,51,290,0.069
180212,UVXY  ,10.000,180615,P,2.40,32,241,0.060
180212,CHK   ,4.000,190118,P,1.50,45,387,0.058
180212,XONE  ,10.000,180817,P,2.58,110,114,0.029
180209,SVXY  ,110.000,180921,P,99.19,33,363,3.598
180209,UVXY  ,53.000,200117,P,45.45,97,588,2.659
180209,MU    ,25.000,190118,C,14.74,100,1652,2.375
180209,AAPL  ,100.000,190118,C,56.09,20,324,1.828
180209,WDC   ,50.000,200117,C,33.02,31,385,1.271
180209,VXX   ,50.000,190118,C,18.60,36,621,1.156
180209,VXX   ,47.000,190118,P,16.30,52,701,1.142
180209,UPRO  ,124.000,190118,P,26.48,60,403,1.068
180209,NVDA  ,220.000,190118,C,46.80,67,225,1.066
180209,QCOM  ,55.000,200117,C,15.14,123,663,0.997
180209,NVDA  ,200.000,180615,C,42.99,39,207,0.924
180209,AAPL  ,120.000,190118,C,39.48,31,213,0.849
180209,VXX   ,60.000,190118,C,15.16,29,557,0.842
180209,VXX   ,40.000,180615,C,18.25,255,437,0.801
180209,WDC   ,65.000,200117,C,24.86,20,314,0.780
180209,VXX   ,30.000,190118,P,6.14,63,1235,0.753
180209,VXX   ,50.000,190118,P,17.95,20,414,0.740
180209,VXX   ,54.000,190118,P,20.62,28,346,0.712
180209,UVXY  ,35.000,200117,C,18.17,23,391,0.682
180209,UVXY  ,30.000,180615,C,11.96,122,549,0.675
180209,UVXY  ,10.000,190118,C,19.39,20,339,0.654
180209,VXX   ,42.000,180615,C,18.79,225,343,0.643
180209,NVDA  ,200.000,190118,C,56.01,27,116,0.631
180209,VXX   ,49.000,190118,P,17.68,34,350,0.618
180209,FB    ,150.000,200117,C,46.15,21,132,0.603
180209,AAPL  ,130.000,180615,C,27.57,26,206,0.574
180209,BAC   ,25.000,190118,C,6.30,52,906,0.567
180209,VXX   ,50.000,180615,P,12.17,31,424,0.520
180209,UVXY  ,5.000,180615,C,19.78,26,242,0.484
180209,SQQQ  ,20.000,190118,C,6.43,51,738,0.473
180209,VXX   ,45.000,180921,P,11.93,22,379,0.451
180209,AAPL  ,130.000,190118,C,31.81,28,141,0.446
180209,AMAT  ,35.000,200117,C,16.61,25,269,0.446
180209,TWTR  ,30.000,190118,C,6.75,45,542,0.369
180209,VXX   ,46.000,190118,P,15.49,22,218,0.338
180209,AAPL  ,135.000,190118,C,27.50,22,122,0.332
180209,CDE   ,12.000,200117,P,5.10,20,607,0.310
180209,MITK  ,7.500,180720,C,1.59,254,1906,0.299
180209,VXX   ,50.000,180615,C,13.88,122,189,0.264
180209,GE    ,18.000,190118,P,4.18,21,598,0.254
180209,TWTR  ,25.000,180615,C,7.53,98,324,0.245
180209,VXX   ,35.000,190118,P,8.94,20,267,0.240
180209,AMRN  ,2.000,190118,C,2.18,103,1100,0.239
180209,OIH   ,21.000,190118,C,4.96,28,483,0.239
180209,FCAU  ,15.000,190118,C,7.36,45,317,0.236
180209,TWTR  ,28.000,180615,C,5.74,45,405,0.234
180209,C     ,55.000,190118,C,19.18,34,121,0.230
180209,AMAT  ,35.000,190118,C,13.21,29,167,0.220
180209,VXX   ,55.000,180615,C,13.25,86,165,0.216
180209,SVXY  ,10.000,180615,C,2.89,29,704,0.208
180209,TWTR  ,27.000,180615,C,6.14,50,321,0.194
180209,SNAP  ,15.000,190118,C,5.85,28,300,0.178
180209,UVXY  ,18.000,180615,C,15.83,27,114,0.173
180209,SVXY  ,15.000,200117,C,4.30,56,396,0.171
180209,TWTR  ,25.000,190118,C,9.23,37,187,0.170
180209,GE    ,13.000,200117,C,3.77,28,429,0.160
180209,BAC   ,25.000,200117,C,7.61,23,184,0.140
180209,GE    ,25.000,190118,P,10.61,21,131,0.139
180209,PAY   ,15.000,190118,C,3.70,74,359,0.133
180209,SOGO  ,17.500,180720,P,9.67,22,131,0.126
180209,BAC   ,20.000,190118,C,10.35,20,111,0.116
180209,RRC   ,17.000,200117,P,5.96,36,167,0.100
180209,GE    ,20.000,190118,P,5.75,20,168,0.098
180209,TWTR  ,23.000,180615,C,8.91,28,104,0.092
180209,SNAP  ,18.000,190118,C,4.26,27,203,0.087
180209,F     ,7.870,190118,C,2.62,32,315,0.084
180209,GE    ,13.000,190118,C,2.88,30,284,0.082
180209,CHK   ,4.000,190118,P,1.61,50,500,0.079
180209,SVXY  ,10.000,180921,C,3.56,23,172,0.062
180209,UVXY  ,10.000,190118,P,5.67,29,106,0.060
180209,TEVA  ,17.500,190118,C,3.62,20,158,0.057
180209,SGMO  ,20.000,180817,C,4.56,29,117,0.054
180209,CHK   ,3.000,190118,C,0.65,31,746,0.049
180209,AG    ,5.000,190118,C,1.29,31,336,0.043
180209,AKS   ,4.000,180615,C,0.88,26,335,0.030
180209,UVXY  ,5.000,190118,P,2.21,26,130,0.029
180209,WFT   ,3.500,190118,P,1.01,23,260,0.026
180209,MUX   ,2.000,190118,C,0.62,50,281,0.017
180208,FB    ,240.000,190118,P,62.37,64,366,2.281
180208,MSFT  ,70.000,190118,C,18.91,166,1129,2.159
180208,FB    ,150.000,200117,C,48.06,28,209,0.991
180208,TWTR  ,25.000,180615,C,8.72,103,1086,0.973
180208,VXX   ,100.000,190118,P,58.32,32,151,0.879
180208,TWTR  ,25.000,190118,C,9.99,114,845,0.839
180208,TWTR  ,30.000,190118,C,7.36,121,1082,0.814
180208,TWTR  ,27.000,180615,C,6.68,143,1126,0.737
180208,URI   ,150.000,190118,C,36.60,20,200,0.731
180208,TWTR  ,20.000,190118,C,14.14,67,484,0.681
180208,MSFT  ,65.000,180615,C,21.31,39,292,0.625
180208,MU    ,35.000,190118,C,10.63,27,558,0.587
180208,TWTR  ,24.000,180615,C,9.02,77,555,0.515
180208,VXX   ,47.000,180615,C,14.84,27,314,0.464
180208,VXX   ,51.000,180615,C,12.52,29,338,0.428
180208,TWTR  ,26.000,180615,C,7.75,89,555,0.419
180208,TWTR  ,35.000,200117,C,7.35,71,579,0.409
180208,GE    ,18.000,190118,P,3.85,25,1049,0.405
180208,C     ,100.000,200117,P,28.07,54,142,0.398
180208,TWTR  ,22.000,190118,C,12.23,34,248,0.324
180208,SVXY  ,10.000,190118,C,4.51,57,672,0.321
180208,BGS   ,45.000,180817,P,14.38,22,218,0.314
180208,TWTR  ,22.000,180615,C,10.67,47,275,0.304
180208,TWTR  ,27.000,190118,C,9.24,60,300,0.278
180208,GRUB  ,75.000,180615,C,17.91,43,156,0.274
180208,TWTR  ,23.000,180615,C,9.78,68,271,0.269
180208,SNAP  ,20.000,200117,C,6.02,38,446,0.267
180208,SNAP  ,15.000,190118,C,6.33,58,414,0.263
180208,TWTR  ,17.000,190118,C,16.00,22,153,0.236
180208,TWTR  ,28.000,180615,C,6.51,61,347,0.218
180208,VXX   ,50.000,180615,P,12.76,35,172,0.218
180208,TWTR  ,28.000,180921,C,6.58,30,331,0.214
180208,GE    ,13.000,200117,C,3.89,36,476,0.186
180208,MU    ,40.000,190118,C,8.22,35,211,0.182
180208,SVXY  ,5.000,190118,C,6.25,25,284,0.177
180208,TWTR  ,20.000,180615,C,12.07,22,147,0.177
180208,MBI   ,10.000,190118,P,4.16,36,340,0.141
180208,VXX   ,30.000,190118,P,6.77,31,197,0.137
180208,VXX   ,45.000,180615,P,10.22,38,137,0.134
180208,QD    ,7.500,180817,C,5.40,23,220,0.119
180208,GE    ,13.000,190118,C,2.91,34,374,0.109
180208,CHK   ,4.000,190118,P,1.46,87,714,0.104
180208,SVXY  ,12.500,190118,C,3.45,23,180,0.062
180208,GE    ,10.000,190118,C,5.06,23,122,0.061
180208,WFT   ,3.500,190118,P,1.00,38,498,0.050
180208,WPM   ,17.500,200117,C,4.74,21,104,0.049
180208,MUX   ,2.000,190118,C,0.70,24,244,0.017
180207,AMZN  ,365.000,190118,C,1086.65,22,169,18.375
180207,BABA  ,180.000,190621,C,37.27,171,2598,9.698
180207,AMZN  ,1200.000,180615,C,286.54,22,147,4.223
180207,SPY   ,220.000,180615,C,53.29,21,752,4.003
180207,BABA  ,95.000,190118,C,91.76,22,392,3.597
180207,VXX   ,70.000,190118,P,37.49,46,612,2.291
180207,XOM   ,130.000,190118,P,52.78,42,371,1.959
180207,SNAP  ,15.000,190118,C,6.31,458,2504,1.580
180207,AAPL  ,120.000,190118,C,44.22,20,268,1.171
180207,BRKB  ,150.000,200117,C,67.22,23,168,1.130
180207,SNAP  ,18.000,190118,C,4.76,330,2342,1.087
180207,DVMT  ,60.000,180720,C,12.88,36,725,0.925
180207,SVXY  ,15.000,190118,C,4.01,99,2221,0.886
180207,PYPL  ,67.500,190118,C,15.49,54,562,0.871
180207,BBT   ,40.000,190118,C,14.40,55,601,0.865
180207,BBT   ,43.000,200117,C,12.24,46,705,0.862
180207,SVXY  ,60.000,190118,P,47.16,30,159,0.750
180207,TTWO  ,110.000,200117,C,31.62,20,222,0.702
180207,CHK   ,4.000,190118,P,1.35,541,5026,0.678
180207,PYPL  ,62.500,190118,C,18.86,43,349,0.659
180207,VXX   ,30.000,190118,P,8.02,46,684,0.555
180207,VXX   ,25.000,190118,P,5.43,32,963,0.520
180207,UVXY  ,5.000,180615,C,12.23,29,443,0.515
180207,ABX   ,13.000,200117,C,3.06,49,1553,0.474
180207,SVXY  ,25.000,190118,P,13.74,29,335,0.472
180207,SQ    ,60.000,190118,P,20.27,108,229,0.464
180207,AAPL  ,140.000,190118,C,29.15,22,155,0.453
180207,SNAP  ,13.000,200117,C,8.22,28,451,0.370
180207,UVXY  ,35.000,200117,C,9.41,69,392,0.367
180207,UVXY  ,12.000,190118,C,11.33,34,308,0.349
180207,JKS   ,27.000,180921,P,10.26,44,333,0.342
180207,SVXY  ,10.000,200117,C,7.52,22,419,0.318
180207,ZION  ,35.000,200117,C,18.82,32,164,0.308
180207,SVXY  ,15.000,200117,C,6.05,62,461,0.287
